platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info;student_id;student_dob;;;;;;;;;;;;;;;;;;;;
123;595;26/04/2023;392,14;Industrial IoT Fundamentals;30/08/2021;Statistics for Business Certificate;specialization;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";523330;18/07/1943;;;;;;;;;;;;;;;;;;;;
16;245;05/04/2029;39,52;R for Data Analysis;20/04/2025;Cybersecurity Awareness Certificate;completion;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";553802;24/08/1979;;;;;;;;;;;;;;;;;;;;
474;324;29/10/2024;35,19;Database Design Principles;12/06/2024;Cloud Fundamentals Certificate;completion;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";129441;01/09/2007;;;;;;;;;;;;;;;;;;;;
88;374;19/12/2029;290,66;HR Analytics;07/07/2025;Agile Practitioner Certificate;professional;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";375970;11/08/1929;;;;;;;;;;;;;;;;;;;;
16;925;03/08/2034;90,87;Financial Modeling Essentials;20/04/2025;Cybersecurity Awareness Certificate;completion;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";080196;24/02/1939;;;;;;;;;;;;;;;;;;;;
145;741;05/02/2027;746,29;Project Management Essentials;27/10/2021;Data Professional;professional;94;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";123339;15/03/1959;;;;;;;;;;;;;;;;;;;;
402;821;09/12/2025;416,22;Database Design Principles;04/03/2022;Data Professional;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";880467;20/10/1992;;;;;;;;;;;;;;;;;;;;
87;947;28/11/2024;339,42;Cloud Computing Basics;18/04/2023;Digital Marketing Analyst;specialization;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";304592;11/09/1924;;;;;;;;;;;;;;;;;;;;
485;751;20/06/2031;301,3;SQL for Data Management;13/12/2024;HR Analytics Certificate;specialization;33;"Prepares students to query and manage relational databases; requires no prior SQL experience.";092686;16/11/1925;;;;;;;;;;;;;;;;;;;;
491;584;17/05/2026;63,75;Supply Chain Analytics;03/06/2021;Cloud Fundamentals Certificate;completion;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";419953;04/08/1920;;;;;;;;;;;;;;;;;;;;
205;582;17/05/2029;400,24;Operations Management;04/08/2022;Business Analytics Certificate;specialization;81;"Prepares students to optimize workflows and resources; requires basic business knowledge.";565322;21/01/1967;;;;;;;;;;;;;;;;;;;;
112;794;28/12/2033;377,15;Agile and Scrum Fundamentals;19/01/2026;Agile Practitioner Certificate;professional;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";941268;03/09/1969;;;;;;;;;;;;;;;;;;;;
73;344;04/12/2031;108,33;AI Tools for Productivity;18/04/2025;Cloud Fundamentals Certificate;completion;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";385762;03/11/1939;;;;;;;;;;;;;;;;;;;;
403;401;14/05/2023;445,58;Financial Modeling Essentials;13/05/2023;Data Professional;professional;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";484659;01/06/2005;;;;;;;;;;;;;;;;;;;;
452;321;03/02/2025;900;Python for Business Analytics;15/05/2024;Data Professional;professional;2;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";800300;09/12/1988;;;;;;;;;;;;;;;;;;;;
452;897;02/06/2032;633,04;Python for Business Analytics;15/05/2024;Supply Chain Analytics Certificate;advanced;2;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";945132;08/05/1943;;;;;;;;;;;;;;;;;;;;
359;544;26/08/2025;64,11;Financial Modeling Essentials;26/02/2024;Cloud Fundamentals Certificate;completion;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";885635;28/12/1969;;;;;;;;;;;;;;;;;;;;
65;883;25/02/2027;586,91;Customer Experience Analytics;28/03/2023;Project Management Certificate;professional;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";461946;17/03/1934;;;;;;;;;;;;;;;;;;;;
206;992;15/10/2025;73,84;Operations Management;04/04/2025;Excel Professional Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";436914;18/08/1961;;;;;;;;;;;;;;;;;;;;
164;799;22/04/2031;86,09;Risk Management Essentials;12/10/2022;AI Productivity Certificate;completion;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";436110;21/03/1961;;;;;;;;;;;;;;;;;;;;
155;202;23/05/2028;181,73;Risk Management Essentials;21/08/2022;Business Analytics Certificate;specialization;113;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";968999;13/06/1977;;;;;;;;;;;;;;;;;;;;
155;202;09/11/2025;281,3;SQL for Data Management;21/08/2022;Business Analytics Certificate;specialization;153;"Prepares students to query and manage relational databases; requires no prior SQL experience.";865507;28/06/1980;;;;;;;;;;;;;;;;;;;;
485;801;20/05/2025;603,48;SQL for Data Management;13/12/2024;Data Professional;professional;33;"Prepares students to query and manage relational databases; requires no prior SQL experience.";243184;15/06/1972;;;;;;;;;;;;;;;;;;;;
383;533;05/12/2025;60,27;Leadership in Digital Teams;04/06/2021;Database Foundations Certificate;completion;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";768615;19/04/1927;;;;;;;;;;;;;;;;;;;;
270;364;23/01/2032;83,51;Project Management Essentials;20/02/2024;Cloud Fundamentals Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";170490;02/01/1985;;;;;;;;;;;;;;;;;;;;
80;496;24/04/2025;45,26;Digital Marketing Analytics;28/02/2024;Web Development Foundations Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";451435;10/04/1952;;;;;;;;;;;;;;;;;;;;
210;491;16/09/2028;254,23;Supply Chain Analytics;03/02/2024;HR Analytics Certificate;specialization;18;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";155731;07/02/1985;;;;;;;;;;;;;;;;;;;;
472;253;13/09/2034;55,7;Data Visualization with Power BI;17/09/2024;Database Foundations Certificate;completion;19;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";033129;28/03/1966;;;;;;;;;;;;;;;;;;;;
397;256;08/02/2026;64,74;Project Management Essentials;28/07/2022;Web Development Foundations Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";828195;04/08/1929;;;;;;;;;;;;;;;;;;;;
354;158;07/02/2027;900;Industrial IoT Fundamentals;27/03/2024;Power BI Analyst Certificate;professional;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";024987;10/02/1947;;;;;;;;;;;;;;;;;;;;
459;862;05/01/2025;450;Industrial IoT Fundamentals;22/04/2023;Business Analytics Certificate;specialization;161;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";865691;24/07/1957;;;;;;;;;;;;;;;;;;;;
371;925;17/04/2028;113,1;Web Development Basics;25/07/2024;Cybersecurity Awareness Certificate;completion;107;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";603737;01/01/1994;;;;;;;;;;;;;;;;;;;;
351;22;13/11/2022;242,43;Business Intelligence Foundations;05/01/2022;Business Analytics Certificate;specialization;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";041526;13/02/1939;;;;;;;;;;;;;;;;;;;;
390;348;29/01/2031;1236,53;Cybersecurity Awareness;13/03/2024;Machine Learning Foundations Certificate;advanced;36;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";222608;05/09/1968;;;;;;;;;;;;;;;;;;;;
232;731;29/01/2024;296,43;Agile and Scrum Fundamentals;02/07/2023;HR Analytics Certificate;specialization;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";616083;03/10/1936;;;;;;;;;;;;;;;;;;;;
227;17;02/09/2029;914,48;Agile and Scrum Fundamentals;06/03/2025;Supply Chain Analytics Certificate;advanced;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";588983;17/06/1935;;;;;;;;;;;;;;;;;;;;
23;454;03/09/2025;559,64;Cloud Computing Basics;27/05/2022;Agile Practitioner Certificate;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";868786;08/10/1964;;;;;;;;;;;;;;;;;;;;
431;123;31/01/2026;900;Machine Learning Basics;18/09/2025;Project Management Certificate;professional;189;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";310955;25/07/1995;;;;;;;;;;;;;;;;;;;;
223;320;10/03/2033;1400;ERP Systems Introduction;25/10/2025;Operations Excellence Certificate;advanced;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";573538;01/07/1999;;;;;;;;;;;;;;;;;;;;
357;805;12/09/2025;94,09;Industrial IoT Fundamentals;01/08/2023;Cybersecurity Awareness Certificate;completion;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";745181;17/03/1948;;;;;;;;;;;;;;;;;;;;
308;384;29/07/2024;68,3;Machine Learning Basics;07/11/2023;Cloud Fundamentals Certificate;completion;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";008626;07/02/1952;;;;;;;;;;;;;;;;;;;;
360;308;17/04/2027;912,55;Process Improvement Techniques;06/03/2022;Machine Learning Foundations Certificate;advanced;;"Prepares students to improve processes using structured methods; requires analytical thinking.";844934;22/02/1937;;;;;;;;;;;;;;;;;;;;
253;466;20/09/2024;343,16;Machine Learning Basics;04/09/2021;Business Intelligence Specialist;specialization;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";518825;09/03/1985;;;;;;;;;;;;;;;;;;;;
149;173;22/10/2024;60,4;Statistics for Decision Making;16/03/2022;Database Foundations Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";603128;23/09/1943;;;;;;;;;;;;;;;;;;;;
421;396;14/08/2024;100,69;Python for Business Analytics;30/06/2024;Web Development Foundations Certificate;completion;32;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";568736;01/04/1933;;;;;;;;;;;;;;;;;;;;
421;396;14/08/2024;52,52;Business Intelligence Foundations;30/06/2024;Web Development Foundations Certificate;completion;127;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";548297;05/02/1991;;;;;;;;;;;;;;;;;;;;
407;517;03/03/2028;1032,3;SQL for Data Management;14/05/2022;Supply Chain Analytics Certificate;advanced;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";962125;01/05/1948;;;;;;;;;;;;;;;;;;;;
154;196;06/07/2023;32,53;Cybersecurity Awareness;02/11/2022;Web Development Foundations Certificate;completion;6;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";607805;27/03/1938;;;;;;;;;;;;;;;;;;;;
307;880;28/11/2025;742,24;Excel for Professionals;30/07/2024;Operations Excellence Certificate;advanced;13;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";770657;24/02/1921;;;;;;;;;;;;;;;;;;;;
494;855;28/12/2025;450;Data Visualization with Power BI;22/01/2024;Statistics for Business Certificate;specialization;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";200154;10/01/2006;;;;;;;;;;;;;;;;;;;;
278;435;26/03/2031;409,59;Operations Management;09/06/2024;Statistics for Business Certificate;specialization;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";551190;07/07/1954;;;;;;;;;;;;;;;;;;;;
15;916;15/03/2030;120;Statistics for Decision Making;10/10/2024;Web Development Foundations Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";034289;10/11/1994;;;;;;;;;;;;;;;;;;;;
187;462;01/06/2025;225,64;Operations Management;08/07/2022;Business Analytics Certificate;specialization;111;"Prepares students to optimize workflows and resources; requires basic business knowledge.";783031;10/03/1931;;;;;;;;;;;;;;;;;;;;
187;462;01/06/2025;295,54;Supply Chain Analytics;08/07/2022;Business Analytics Certificate;specialization;168;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";040479;19/07/1935;;;;;;;;;;;;;;;;;;;;
